time,latitude,longitude,ektrx,ektry
UTC,degrees_north,degrees_east,kg m-1 s-1,kg m-1 s-1
1970-02-27T12:00:00Z,11.5,75.5,-1095.315,-3588.995
1970-02-27T18:00:00Z,11.5,75.5,94.68225,-165.15514
1970-02-28T00:00:00Z,11.5,75.5,684.98505,712.5722
1970-02-28T06:00:00Z,11.5,75.5,528.7283,89.527565
1970-02-28T12:00:00Z,11.5,75.5,4295.636,-5458.6406
1970-02-28T18:00:00Z,11.5,75.5,1474.4738,-92.29962
1970-03-01T00:00:00Z,11.5,75.5,891.92267,727.81836
1970-03-01T06:00:00Z,11.5,75.5,395.86987,-67.76897
1970-03-01T12:00:00Z,11.5,75.5,315.48074,-1706.8657
1970-03-01T18:00:00Z,11.5,75.5,258.08957,227.95224
1970-03-02T00:00:00Z,11.5,75.5,851.0298,745.3422
1970-03-02T06:00:00Z,11.5,75.5,-115.90955,-155.41058
1970-03-02T12:00:00Z,11.5,75.5,-13841.685,-3241.741
1970-03-02T18:00:00Z,11.5,75.5,-524.2326,-831.8625
1970-03-03T00:00:00Z,11.5,75.5,-5.377835,-129.77504
1970-03-03T06:00:00Z,11.5,75.5,-79.029976,-935.99207
1970-03-03T12:00:00Z,11.5,75.5,-21441.125,-20472.428
1970-03-03T18:00:00Z,11.5,75.5,-1738.3469,-654.6173
1970-03-04T00:00:00Z,11.5,75.5,-1370.0049,-1771.0759
1970-03-04T06:00:00Z,11.5,75.5,-5123.1157,-1371.988
1970-03-04T12:00:00Z,11.5,75.5,-26376.305,-17928.348
1970-03-04T18:00:00Z,11.5,75.5,-2803.7893,-1368.7837
1970-03-05T00:00:00Z,11.5,75.5,-20025.908,-269.61313
1970-03-05T06:00:00Z,11.5,75.5,-1611.7899,163.60144
1970-03-05T12:00:00Z,11.5,75.5,-5552.0176,-23928.516
1970-03-05T18:00:00Z,11.5,75.5,-2027.883,-851.3348
1970-03-06T00:00:00Z,11.5,75.5,-1628.9258,-433.9593
1970-03-06T06:00:00Z,11.5,75.5,-1548.5239,664.8478
1970-03-06T12:00:00Z,11.5,75.5,-2097.0193,-1388.9601
1970-03-06T18:00:00Z,11.5,75.5,-2520.0007,-820.2636
1970-03-07T00:00:00Z,11.5,75.5,-3894.2722,-10297.158
1970-03-07T06:00:00Z,11.5,75.5,-133.75732,55.098026
1970-03-07T12:00:00Z,11.5,75.5,-3974.5532,-4025.8174
1970-03-07T18:00:00Z,11.5,75.5,-1875.8047,567.2794
1970-03-08T00:00:00Z,11.5,75.5,432.3171,-537.30743
1970-03-08T06:00:00Z,11.5,75.5,282.44302,227.5287
1970-03-08T12:00:00Z,11.5,75.5,-5296.514,-12208.621
1970-03-08T18:00:00Z,11.5,75.5,131.67981,-263.0922
1970-03-09T00:00:00Z,11.5,75.5,1492.206,-601.44965
1970-03-09T06:00:00Z,11.5,75.5,790.6385,605.76715
1970-03-09T12:00:00Z,11.5,75.5,494.16962,-641.6481
